Shape Area,Quality Flags,GeoUID,Type,Households,CD_UID,Dwellings,Population,name,CSD_UID,CT_UID,CMA_UID,Region Name,Area (sq km),Population (n),Total private dwellings (n),Population density per square kilometre,Median Value of Dwellings ($),Median monthly shelter costs for owned dwellings ($),Median monthly shelter costs for rented dwellings ($),Occupied private dwellings (n),Single-detached house,Semi-detached house,Row house,Apartment or flat in a duplex,Apartment with <5 stories,Apartment with 5 or more stories,Other single attached house,No Bedrooms,1 Bedroom,2 Bedrooms,3 Bedrooms,4 or more bedrooms,Dwelling Density
27.8949,"0","35190261",DA,"3456","3519","4264","7016","35190261","3519028","5350411.08","35535","35190261",27.8949,7016,4264,251.5,695000,2160,2020,3455,425,40,155,170,40,2635,0,10,1285,1430,395,210,152.85948327472
0.0968,"0","35200271",DA,"782","3520","834","2077","35200271","3520005","5350301.04","35535","35200271",0.0968,2077,834,21456.6,600000,1230,1680,780,0,0,35,0,0,745,0,10,265,350,145,20,8615.70247933884
0.1468,"0","35200272",DA,"758","3520","847","2410","35200272","3520005","5350301.03","35535","35200272",0.1468,2410,847,16416.9,,,1800,760,0,0,0,0,0,755,0,10,295,250,200,10,5769.75476839237
0.0467,"0","35200273",DA,"1466","3520","1572","3230","35200273","3520005","5350301.03","35535","35200273",0.0467,3230,1572,69164.9,600000,2020,1880,1470,0,0,5,0,0,1460,0,0,815,565,85,0,33661.670235546
0.1458,"0","35200275",DA,"152","3520","155","431","35200275","3520005","5350301.01","35535","35200275",0.1458,431,155,2956.1,1500000,930,,150,140,0,0,10,0,0,0,0,0,0,40,120,1063.10013717421
0.1556,"0","35200279",DA,"217","3520","219","579","35200279","3520005","5350301.01","35535","35200279",0.1556,579,219,3721.1,1000000,2040,,215,105,0,110,0,0,0,0,0,0,0,120,85,1407.45501285347
0.0621,"0","35200280",DA,"322","3520","375","807","35200280","3520005","5350304.04","35535","35200280",0.0621,807,375,12995.2,,,1550,320,0,0,0,0,0,320,0,10,115,160,35,0,6038.64734299517
0.0687,"0","35200281",DA,"181","3520","190","502","35200281","3520005","5350304.04","35535","35200281",0.0687,502,190,7307.1,1200000,620,1600,180,35,0,0,5,0,140,0,0,25,90,45,25,2765.64774381368
0.0461,"0","35200284",DA,"325","3520","332","886","35200284","3520005","5350304.04","35535","35200284",0.0461,886,332,19219.1,600000,2400,1680,325,5,0,95,5,0,215,0,0,65,145,95,20,7201.73535791757
0.1777,"0","35200291",DA,"209","3520","217","584","35200291","3520005","5350304.02","35535","35200291",0.1777,584,217,3286.4,1400000,1130,,210,195,0,0,15,0,0,0,0,0,20,20,165,1221.15925717501
0.1786,"0","35200292",DA,"169","3520","172","500","35200292","3520005","5350304.03","35535","35200292",0.1786,500,172,2799.6,800000,1820,2240,170,0,0,170,0,0,0,0,0,0,0,130,35,963.045912653975
0.2601,"0","35200293",DA,"893","3520","936","2032","35200293","3520005","5350304.02","35535","35200293",0.2601,2032,936,7812.4,800000,1330,2000,890,105,0,265,5,0,515,0,0,160,350,285,105,3598.61591695502
0.2088,"0","35200309",DA,"705","3520","826","1454","35200309","3520005","5350303.00","35535","35200309",0.2088,1454,826,6963.6,650000,2000,1740,705,120,0,45,25,5,515,0,70,215,195,65,110,3955.93869731801
0.2889,"0","35200313",DA,"0","3520","0","0","35200313","3520005","5350303.00","35535","35200313",0.2889,0,0,0,,,,,,,,,,,,,,,,,0
0.0638,"0","35200352",DA,"709","3520","802","1281","35200352","3520005","5350299.02","35535","35200352",0.0638,1281,802,20078.4,850000,1740,2420,710,0,0,5,0,0,705,0,10,185,495,15,0,12570.5329153605
0.184,"0","35200355",DA,"187","3520","200","542","35200355","3520005","5350300.03","35535","35200355",0.184,542,200,2945.7,1600000,2620,2200,185,165,0,0,20,0,0,0,0,0,10,65,85,1086.95652173913
0.2136,"0","35200363",DA,"157","3520","171","483","35200363","3520005","5350306.02","35535","35200363",0.2136,483,171,2261.2,2000000,1700,,155,135,0,20,0,0,0,0,0,0,10,30,100,800.561797752809
0.1957,"0","35200364",DA,"704","3520","774","1498","35200364","3520005","5350305.03","35535","35200364",0.1957,1498,774,7654.6,650000,2000,2000,705,50,0,5,0,5,645,0,60,270,225,120,40,3955.03321410322
0.1178,"0","35200366",DA,"260","3520","276","673","35200366","3520005","5350305.03","35535","35200366",0.1178,673,276,5713.1,2000000,1250,1660,260,45,0,0,0,5,210,0,0,110,110,15,35,2342.95415959253
0.0718,"0","35200368",DA,"137","3520","147","339","35200368","3520005","5350305.05","35535","35200368",0.0718,339,147,4721.4,1000000,2280,1410,140,0,35,0,5,100,0,0,0,0,40,50,55,2047.35376044568
0.3039,"0","35200370",DA,"149","3520","158","446","35200370","3520005","5350273.01","35535","35200370",0.3039,446,158,1467.6,2500000,2820,,145,145,0,0,5,0,0,0,0,0,0,25,105,519.907864429088
1.731,"0","35200389",DA,"304","3520","324","854","35200389","3520005","5350273.01","35535","35200389",1.731,854,324,493.4,1300000,2340,2120,305,75,70,70,10,5,80,0,0,10,75,105,100,187.175043327556
0.1161,"0","35200391",DA,"173","3520","180","452","35200391","3520005","5350305.01","35535","35200391",0.1161,452,180,3893.2,1300000,1190,2740,170,75,0,50,5,5,40,0,0,10,35,70,50,1550.38759689922
0.0991,"0","35200392",DA,"124","3520","131","333","35200392","3520005","5350305.01","35535","35200392",0.0991,333,131,3360.2,2000000,1320,,125,120,0,0,0,0,0,0,0,0,0,15,105,1321.89707366297
0.6904,"0","35200393",DA,"283","3520","294","804","35200393","3520005","5350305.01","35535","35200393",0.6904,804,294,1164.5,2500000,1720,,285,285,0,0,0,0,0,0,0,0,15,75,210,425.840092699884
0.2494,"0","35200395",DA,"166","3520","176","482","35200395","3520005","5350305.03","35535","35200395",0.2494,482,176,1932.6,2440000,1580,3920,165,160,0,0,0,0,0,0,0,0,15,65,80,705.693664795509
0.1659,"0","35200495",DA,"177","3520","182","499","35200495","3520005","5350340.00","35535","35200495",0.1659,499,182,3007.8,1000000,1820,,180,150,0,0,25,0,0,0,0,0,35,80,55,1097.04641350211
0.0502,"0","35200505",DA,"166","3520","185","421","35200505","3520005","5350180.00","35535","35200505",0.0502,421,185,8386.5,850000,1240,870,170,65,15,0,25,60,0,0,0,25,65,50,25,3685.25896414343
0.0743,"0","35200506",DA,"161","3520","169","409","35200506","3520005","5350180.00","35535","35200506",0.0743,409,169,5504.7,950000,2060,,165,75,50,5,15,10,0,10,0,0,25,100,30,2274.56258411844
0.0567,"0","35200510",DA,"172","3520","187","461","35200510","3520005","5350180.00","35535","35200510",0.0567,461,187,8130.5,950000,1960,1200,170,85,25,15,5,45,0,0,0,20,45,85,20,3298.05996472663
0.0644,"0","35200511",DA,"198","3520","209","462","35200511","3520005","5350181.01","35535","35200511",0.0644,462,209,7173.9,900000,1800,2080,195,130,35,5,10,10,0,0,0,25,45,110,20,3245.34161490683
0.0602,"0","35200512",DA,"171","3520","181","427","35200512","3520005","5350181.01","35535","35200512",0.0602,427,181,7093,1100000,2000,,170,140,5,0,25,5,0,0,0,0,60,45,60,3006.64451827243
0.0624,"0","35200514",DA,"184","3520","192","464","35200514","3520005","5350181.01","35535","35200514",0.0624,464,192,7435.9,1000000,2580,,185,135,25,0,15,5,0,0,0,15,55,70,40,3076.92307692308
0.063,"0","35200571",DA,"249","3520","263","564","35200571","3520005","5350183.02","35535","35200571",0.063,564,263,8952.4,1000000,1540,1490,250,70,95,0,15,75,0,0,15,10,55,120,35,4174.60317460317
0.0636,"0","35200573",DA,"201","3520","209","537","35200573","3520005","5350183.02","35535","35200573",0.0636,537,209,8443.4,1100000,1800,,200,60,100,5,10,25,0,0,0,25,10,120,40,3286.16352201258
0.1321,"0","35200576",DA,"260","3520","271","674","35200576","3520005","5350182.00","35535","35200576",0.1321,674,271,5102.2,1000000,795,1410,260,90,130,0,25,15,0,0,0,25,40,155,35,2051.47615442846
0.0624,"0","35200577",DA,"217","3520","219","551","35200577","3520005","5350183.02","35535","35200577",0.0624,551,219,8830.1,1000000,1570,,220,65,115,0,20,20,0,0,0,15,55,115,35,3509.61538461538
0.0411,"0","35200578",DA,"133","3520","137","368","35200578","3520005","5350082.00","35535","35200578",0.0411,368,137,8953.8,1000000,870,,135,30,70,0,10,20,0,0,0,20,15,80,35,3333.33333333333
0.0839,"0","35200579",DA,"268","3520","283","660","35200579","3520005","5350082.00","35535","35200579",0.0839,660,283,7866.5,1200000,1450,1380,265,65,75,0,20,115,0,0,0,45,70,140,40,3373.063170441
0.0515,"0","35200580",DA,"175","3520","182","499","35200580","3520005","5350082.00","35535","35200580",0.0515,499,182,9689.3,1200000,1430,1700,175,70,85,0,5,20,0,0,0,15,15,125,15,3533.98058252427
0.0423,"0","35200581",DA,"146","3520","158","357","35200581","3520005","5350082.00","35535","35200581",0.0423,357,158,8439.7,1200000,2240,1300,150,30,45,0,5,60,0,5,0,10,30,85,20,3735.22458628842
0.0897,"0","35200582",DA,"299","3520","323","763","35200582","3520005","5350082.00","35535","35200582",0.0897,763,323,8506.1,1250000,1130,1240,295,80,90,0,25,95,0,5,0,70,45,140,60,3600.89186176143
0.0762,"0","35200583",DA,"348","3520","365","774","35200583","3520005","5350075.00","35535","35200583",0.0762,774,365,10157.5,1200000,1310,1050,350,20,80,5,15,230,0,5,0,95,115,115,30,4790.02624671916
0.0615,"0","35200584",DA,"184","3520","190","495","35200584","3520005","5350075.00","35535","35200584",0.0615,495,190,8048.8,1000000,1800,1300,185,15,85,0,5,80,5,0,0,15,30,90,30,3089.43089430894
0.0402,"0","35200585",DA,"169","3520","179","442","35200585","3520005","5350075.00","35535","35200585",0.0402,442,179,10995,1100000,1940,1360,170,10,55,0,10,95,0,0,0,25,35,95,20,4452.73631840796
0.0546,"0","35200586",DA,"211","3520","223","577","35200586","3520005","5350075.00","35535","35200586",0.0546,577,223,10567.8,1100000,2080,1530,210,30,65,0,20,95,0,0,0,15,75,95,30,4084.24908424908
0.0676,"0","35200587",DA,"310","3520","329","714","35200587","3520005","5350075.00","35535","35200587",0.0676,714,329,10562.1,950000,1600,1390,310,40,105,40,5,110,0,0,0,50,95,125,15,4866.86390532544
0.0971,"0","35200588",DA,"330","3520","341","747","35200588","3520005","5350076.00","35535","35200588",0.0971,747,341,7693.1,1000000,725,880,330,5,140,10,0,65,120,0,25,100,35,150,40,3511.84346035015
0.0666,"0","35200589",DA,"276","3520","291","644","35200589","3520005","5350076.00","35535","35200589",0.0666,644,291,9669.7,1000000,2160,1150,275,90,115,10,15,55,0,0,0,50,75,135,20,4369.36936936937
0.0462,"0","35200590",DA,"198","3520","202","529","35200590","3520005","5350076.00","35535","35200590",0.0462,529,202,11450.2,1200000,2340,1220,195,30,110,0,5,55,0,0,0,20,50,100,35,4372.29437229437
0.0775,"0","35200591",DA,"217","3520","224","585","35200591","3520005","5350076.00","35535","35200591",0.0775,585,224,7548.4,1100000,2020,,220,55,135,0,10,20,0,0,0,10,50,115,20,2890.32258064516
0.0563,"0","35200593",DA,"337","3520","355","727","35200593","3520005","5350076.00","35535","35200593",0.0563,727,355,12913,900000,1720,1760,340,25,85,0,15,75,135,0,0,60,105,115,15,6305.50621669627
0.0978,"0","35200594",DA,"207","3520","214","537","35200594","3520005","5350080.01","35535","35200594",0.0978,537,214,5490.8,1000000,2240,,205,55,105,15,10,20,0,0,0,0,40,135,45,2188.1390593047
0.0444,"0","35200595",DA,"186","3520","197","452","35200595","3520005","5350080.01","35535","35200595",0.0444,452,197,10180.2,1000000,1820,1370,185,45,70,0,15,55,0,0,0,25,25,95,25,4436.93693693694
0.1045,"0","35200596",DA,"434","3520","498","920","35200596","3520005","5350080.01","35535","35200596",0.1045,920,498,8803.8,950000,2420,1550,435,45,45,0,45,280,0,10,0,165,145,100,35,4765.55023923445
0.0449,"0","35200597",DA,"156","3520","164","384","35200597","3520005","5350080.01","35535","35200597",0.0449,384,164,8552.3,1030000,2000,,155,70,50,0,15,10,0,5,0,10,35,105,10,3652.56124721604
0.0713,"0","35200598",DA,"189","3520","204","421","35200598","3520005","5350080.01","35535","35200598",0.0713,421,204,5904.6,,,1100,190,10,15,0,5,160,0,0,0,60,80,45,0,2861.15007012623
0.072,"0","35200599",DA,"251","3520","269","547","35200599","3520005","5350080.01","35535","35200599",0.072,547,269,7597.2,1000000,2060,950,250,85,40,0,20,65,45,0,0,65,75,85,35,3736.11111111111
0.0498,"0","35200600",DA,"163","3520","171","446","35200600","3520005","5350080.01","35535","35200600",0.0498,446,171,8955.8,1200000,1900,,165,95,30,0,15,20,0,0,0,15,40,70,30,3433.73493975904
0.0569,"0","35200601",DA,"173","3520","181","448","35200601","3520005","5350181.01","35535","35200601",0.0569,448,181,7873.5,1000000,960,650,175,130,10,0,25,10,0,0,0,25,45,65,35,3181.01933216169
0.0641,"0","35200602",DA,"174","3520","184","451","35200602","3520005","5350181.01","35535","35200602",0.0641,451,184,7035.9,1000000,1480,,175,130,20,0,15,20,0,0,0,15,45,85,40,2870.51482059282
0.0878,"0","35200603",DA,"290","3520","308","710","35200603","3520005","5350181.01","35535","35200603",0.0878,710,308,8086.6,980000,2340,1540,290,135,45,15,15,20,70,0,10,65,55,95,75,3507.97266514806
0.068,"0","35200604",DA,"247","3520","268","570","35200604","3520005","5350181.01","35535","35200604",0.068,570,268,8382.4,900000,2100,,250,130,75,0,20,20,0,0,0,30,105,75,20,3941.17647058824
0.0731,"0","35200605",DA,"248","3520","261","619","35200605","3520005","5350182.00","35535","35200605",0.0731,619,261,8467.9,1000000,1470,1700,245,105,85,15,10,40,0,0,0,25,55,140,20,3570.45143638851
0.0476,"0","35200606",DA,"214","3520","224","445","35200606","3520005","5350181.01","35535","35200606",0.0476,445,224,9348.7,1000000,1620,1360,210,70,10,0,10,65,60,0,0,70,70,20,45,4705.88235294118
0.0339,"0","35200610",DA,"120","3520","123","311","35200610","3520005","5350182.00","35535","35200610",0.0339,311,123,9174,1200000,1520,,120,60,45,0,10,5,0,0,0,0,30,70,15,3628.3185840708
0.0725,"0","35200611",DA,"192","3520","203","530","35200611","3520005","5350182.00","35535","35200611",0.0725,530,203,7310.3,1000000,1620,,195,135,35,0,10,15,0,0,0,15,65,90,20,2800
0.0769,"0","35200612",DA,"263","3520","273","683","35200612","3520005","5350182.00","35535","35200612",0.0769,683,273,8881.7,1000000,2180,,265,180,55,0,20,10,0,0,0,10,55,160,35,3550.06501950585
0.0795,"0","35200639",DA,"682","3520","715","1851","35200639","3520005","5350341.04","35535","35200639",0.0795,1851,715,23283,800000,1080,1470,685,95,0,0,30,10,545,0,25,390,165,45,50,8993.7106918239
0.1027,"0","35200640",DA,"189","3520","204","579","35200640","3520005","5350341.02","35535","35200640",0.1027,579,204,5637.8,800000,1520,1050,190,80,35,0,40,30,0,0,10,30,40,80,30,1986.36806231743
0.0285,"0","35200641",DA,"444","3520","466","1005","35200641","3520005","5350341.02","35535","35200641",0.0285,1005,466,35263.2,500000,1560,1300,445,0,0,0,5,5,435,0,25,150,290,0,0,16350.8771929825
0.1417,"0","35200642",DA,"190","3520","215","455","35200642","3520005","5350341.02","35535","35200642",0.1417,455,215,3211,700000,1220,800,190,90,30,0,55,10,0,0,10,35,65,45,30,1517.29004940014
0.1322,"0","35200643",DA,"220","3520","244","528","35200643","3520005","5350180.00","35535","35200643",0.1322,528,244,3993.9,900000,1590,1500,220,65,50,0,65,30,0,10,0,35,85,65,35,1845.68835098336
0.321,"0","35200654",DA,"679","3520","695","1942","35200654","3520005","5350079.00","35535","35200654",0.321,1942,695,6049.8,1100000,2480,2860,675,120,200,285,15,65,0,0,0,10,95,435,150,2165.10903426791
0.1538,"0","35200708",DA,"182","3520","206","477","35200708","3520005","5350071.00","35535","35200708",0.1538,477,206,3101.4,1700000,1490,1510,185,60,55,5,15,50,0,0,0,35,25,75,55,1339.40182054616
0.052,"0","35200709",DA,"207","3520","214","527","35200709","3520005","5350071.00","35535","35200709",0.052,527,214,10134.6,1500000,2100,1400,205,50,110,0,5,35,0,0,0,30,30,95,40,4115.38461538462
0.0552,"0","35200710",DA,"220","3520","231","495","35200710","3520005","5350071.00","35535","35200710",0.0552,495,231,8967.4,1400000,1920,1310,220,55,55,20,5,85,0,0,0,80,50,55,35,4184.78260869565
0.0668,"0","35200711",DA,"210","3520","223","505","35200711","3520005","5350072.01","35535","35200711",0.0668,505,223,7559.9,1400000,1800,1080,210,45,60,20,25,35,20,0,0,55,25,100,30,3338.32335329341
0.0715,"0","35200712",DA,"307","3520","331","711","35200712","3520005","5350072.01","35535","35200712",0.0715,711,331,9944.1,1250000,1920,1210,305,40,120,5,15,135,0,0,15,110,50,120,30,4629.37062937063
0.0385,"0","35200713",DA,"171","3520","181","418","35200713","3520005","5350072.02","35535","35200713",0.0385,418,181,10857.1,1000000,1270,1250,170,15,65,0,10,75,0,0,0,40,20,70,45,4701.2987012987
0.0442,"0","35200714",DA,"159","3520","176","397","35200714","3520005","5350072.02","35535","35200714",0.0442,397,176,8981.9,1250000,2920,,160,65,45,10,10,30,0,5,0,15,40,100,10,3981.90045248869
0.0453,"0","35200717",DA,"175","3520","184","435","35200717","3520005","5350072.01","35535","35200717",0.0453,435,184,9602.6,890000,2300,1200,175,20,55,85,10,5,0,0,0,20,50,80,30,4061.81015452539
0.0898,"0","35200718",DA,"508","3520","529","1352","35200718","3520005","5350072.01","35535","35200718",0.0898,1352,529,15055.7,1300000,2640,564,505,50,95,110,30,30,185,5,15,110,115,140,105,5890.86859688196
0.3173,"0","35200719",DA,"365","3520","381","922","35200719","3520005","5350072.02","35535","35200719",0.3173,922,381,2905.8,1200000,1920,1270,365,85,75,15,20,165,0,0,0,65,95,150,70,1200.7563819729
0.0649,"0","35200720",DA,"234","3520","253","530","35200720","3520005","5350072.02","35535","35200720",0.0649,530,253,8166.4,1000000,1560,1210,235,5,55,0,10,170,0,0,10,50,65,65,25,3898.30508474576
0.0664,"0","35200724",DA,"256","3520","264","706","35200724","3520005","5350183.02","35535","35200724",0.0664,706,264,10632.5,1200000,2000,1300,255,95,110,0,20,35,0,0,0,10,40,175,40,3975.90361445783
0.0693,"0","35200725",DA,"243","3520","259","658","35200725","3520005","5350184.01","35535","35200725",0.0693,658,259,9494.9,1250000,2200,1380,240,80,70,0,20,75,0,0,0,20,40,115,75,3737.37373737374
0.0514,"0","35200731",DA,"180","3520","197","436","35200731","3520005","5350184.01","35535","35200731",0.0514,436,197,8482.5,1000000,1310,1740,180,70,65,0,20,15,0,5,0,50,45,70,10,3832.68482490272
0.0808,"0","35200732",DA,"255","3520","261","634","35200732","3520005","5350185.01","35535","35200732",0.0808,634,261,7846.5,1200000,2280,1470,255,35,75,70,5,70,0,0,0,20,65,145,25,3230.19801980198
0.0437,"0","35200733",DA,"187","3520","195","506","35200733","3520005","5350084.00","35535","35200733",0.0437,506,195,11578.9,1600000,1800,1500,185,15,90,0,5,85,0,0,0,30,25,75,70,4462.24256292906
0.0339,"0","35200736",DA,"134","3520","139","388","35200736","3520005","5350084.00","35535","35200736",0.0339,388,139,11445.4,1600000,2880,,135,15,60,0,5,60,0,0,0,15,25,50,70,4100.29498525074
0.0495,"0","35200738",DA,"157","3520","167","436","35200738","3520005","5350085.00","35535","35200738",0.0495,436,167,8808.1,1800000,1740,1900,155,30,65,5,5,50,0,0,0,15,20,50,70,3373.73737373737
0.0621,"0","35200739",DA,"286","3520","331","568","35200739","3520005","5350085.00","35535","35200739",0.0621,568,331,9146.5,1700000,2740,1330,290,35,40,5,25,170,0,10,0,150,35,80,35,5330.11272141707
0.0807,"0","35200740",DA,"172","3520","184","499","35200740","3520005","5350085.00","35535","35200740",0.0807,499,184,6183.4,2680000,1540,1800,170,110,0,0,20,45,0,0,0,15,15,20,105,2280.04956629492
0.0816,"0","35200741",DA,"395","3520","427","640","35200741","3520005","5350085.00","35535","35200741",0.0816,640,427,7843.1,1500000,1840,636,395,30,35,0,20,175,130,5,65,185,30,45,45,5232.8431372549
0.2069,"0","35200744",DA,"635","3520","661","1179","35200744","3520005","5350085.00","35535","35200744",0.2069,1179,661,5698.4,1000000,1300,1570,635,80,65,20,35,45,385,5,0,165,205,160,65,3194.78008699855
0.3001,"0","35200745",DA,"208","3520","218","309","35200745","3520005","5350185.02","35535","35200745",0.3001,309,218,1029.7,,,1270,210,0,0,0,0,0,210,0,0,170,45,0,0,726.424525158281
1.4614,"0","35200746",DA,"315","3520","333","930","35200746","3520005","5350186.00","35535","35200746",1.4614,930,333,636.4,3120000,2220,4720,315,275,0,15,15,10,0,0,0,0,35,65,200,227.863692349802
0.1401,"0","35200752",DA,"168","3520","181","364","35200752","3520005","5350087.00","35535","35200752",0.1401,364,181,2598.1,2360000,2140,2400,170,55,30,0,5,80,0,0,0,20,45,55,55,1291.93433261956
0.1923,"0","35200753",DA,"244","3520","269","589","35200753","3520005","5350087.00","35535","35200753",0.1923,589,269,3062.9,4000000,2580,2340,245,120,20,10,5,85,0,0,0,20,60,35,135,1398.85595423817
0.1907,"0","35200754",DA,"307","3520","341","626","35200754","3520005","5350087.00","35535","35200754",0.1907,626,341,3282.6,3000000,2320,1940,310,65,25,0,5,210,0,0,0,125,90,20,80,1788.14892501311
0.0251,"0","35200755",DA,"237","3520","254","430","35200755","3520005","5350088.00","35535","35200755",0.0251,430,254,17131.5,900000,1940,2440,240,0,0,0,0,0,235,0,0,50,150,35,0,10119.5219123506
0.0211,"0","35200756",DA,"519","3520","583","832","35200756","3520005","5350064.00","35535","35200756",0.0211,832,583,39431.3,,,1420,520,0,0,0,0,0,520,0,85,330,120,0,0,27630.3317535545
0.0762,"0","35200757",DA,"817","3520","999","1498","35200757","3520005","5350064.00","35535","35200757",0.0762,1498,999,19658.8,850000,2000,2420,820,5,5,15,5,130,660,0,25,375,310,75,30,13110.2362204724
0.0208,"0","35200783",DA,"289","3520","339","478","35200783","3520005","5350064.00","35535","35200783",0.0208,478,339,22980.8,,,1480,290,0,0,15,15,30,230,0,35,185,55,20,0,16298.0769230769
0.136,"0","35200791",DA,"269","3520","295","446","35200791","3520005","5350087.00","35535","35200791",0.136,446,295,3279.4,800000,1900,,270,25,5,0,5,35,195,0,10,90,115,40,25,2169.11764705882
0.5279,"0","35200792",DA,"322","3520","342","724","35200792","3520005","5350067.00","35535","35200792",0.5279,724,342,1371.5,1800000,1880,2500,325,40,70,120,5,90,0,0,0,35,115,105,70,647.849971585528
0.0336,"0","35200821",DA,"357","3520","384","604","35200821","3520005","5350015.00","35535","35200821",0.0336,604,384,17976.2,560000,2000,1450,360,0,0,0,0,15,340,0,0,235,110,25,0,11428.5714285714
0.0759,"0","35200822",DA,"553","3520","612","877","35200822","3520005","5350015.00","35535","35200822",0.0759,877,612,11554.7,870000,1900,1840,555,0,0,0,0,30,520,0,0,300,235,10,0,8063.24110671937
0.4727,"0","35200855",DA,"1312","3520","1663","2382","35200855","3520005","5350014.00","35535","35200855",0.4727,2382,1663,5039.1,1000000,2780,2000,1310,0,0,0,0,0,1310,0,145,525,620,50,0,3518.08758197588
0.0294,"0","35200859",DA,"342","3520","381","548","35200859","3520005","5350036.00","35535","35200859",0.0294,548,381,18639.5,720000,2220,1470,340,0,0,5,0,0,335,0,0,185,145,15,0,12959.1836734694
0.0285,"0","35200860",DA,"504","3520","555","787","35200860","3520005","5350036.00","35535","35200860",0.0285,787,555,27614,900000,1820,745,505,0,5,0,5,30,460,0,75,255,135,25,0,19473.6842105263
0.0611,"0","35200861",DA,"299","3520","323","518","35200861","3520005","5350036.00","35535","35200861",0.0611,518,323,8477.9,,,1720,300,0,0,10,0,25,265,0,0,190,110,10,0,5286.41571194763
0.0346,"0","35200862",DA,"191","3520","216","401","35200862","3520005","5350036.00","35535","35200862",0.0346,401,216,11589.6,1600000,990,1250,195,0,10,50,15,115,0,5,0,50,45,75,45,6242.77456647399
0.0333,"0","35200863",DA,"172","3520","205","380","35200863","3520005","5350036.00","35535","35200863",0.0333,380,205,11411.4,,,800,170,0,5,15,15,135,0,5,10,45,40,15,40,6156.15615615616
0.039,"0","35200896",DA,"313","3520","394","531","35200896","3520005","5350037.00","35535","35200896",0.039,531,394,13615.4,,,1120,310,0,0,10,0,200,95,5,20,115,100,30,25,10102.5641025641
0.0843,"0","35200897",DA,"252","3520","306","611","35200897","3520005","5350037.00","35535","35200897",0.0843,611,306,7247.9,1500000,960,1600,250,5,20,25,5,190,0,5,0,50,65,40,90,3629.89323843416
0.0359,"0","35200898",DA,"209","3520","237","564","35200898","3520005","5350037.00","35535","35200898",0.0359,564,237,15710.3,,,1200,210,0,0,5,20,180,0,5,0,100,45,40,20,6601.6713091922
0.0605,"0","35200899",DA,"156","3520","209","372","35200899","3520005","5350037.00","35535","35200899",0.0605,372,209,6148.8,,,1200,155,5,5,0,0,145,0,0,0,45,45,30,45,3454.54545454545
0.0088,"0","35200900",DA,"196","3520","217","432","35200900","3520005","5350037.00","35535","35200900",0.0088,432,217,49090.9,1000000,1490,2960,195,0,0,0,0,0,195,0,0,25,185,10,0,24659.0909090909
0.0467,"0","35200901",DA,"523","3520","664","906","35200901","3520005","5350037.00","35535","35200901",0.0467,906,664,19400.4,1000000,1800,2500,525,0,0,0,0,0,525,0,0,180,280,30,0,14218.4154175589
0.0681,"0","35200902",DA,"306","3520","394","642","35200902","3520005","5350037.00","35535","35200902",0.0681,642,394,9427.3,,,1780,305,0,0,0,0,0,305,0,0,130,145,0,0,5785.6093979442
0.0543,"0","35200903",DA,"148","3520","199","294","35200903","3520005","5350037.00","35535","35200903",0.0543,294,199,5414.4,1550000,1080,1800,145,0,15,10,15,90,0,15,0,30,30,55,40,3664.82504604052
0.078,"0","35200905",DA,"172","3520","208","723","35200905","3520005","5350059.00","35535","35200905",0.078,723,208,9269.2,2500000,1240,2380,175,10,15,10,15,120,0,0,0,35,50,35,60,2666.66666666667
0.0862,"0","35200906",DA,"359","3520","409","1166","35200906","3520005","5350059.00","35535","35200906",0.0862,1166,409,13526.7,1760000,1080,1960,360,25,30,45,10,240,0,0,0,55,100,110,90,4744.77958236659
0.0394,"0","35200907",DA,"204","3520","231","441","35200907","3520005","5350059.00","35535","35200907",0.0394,441,231,11192.9,1400000,795,2140,205,0,20,55,15,110,0,0,0,75,40,45,55,5862.94416243655
0.0599,"0","35200913",DA,"284","3520","326","586","35200913","3520005","5350058.00","35535","35200913",0.0599,586,326,9783,1600000,2540,2300,285,10,35,5,0,215,0,20,0,90,65,40,85,5442.4040066778
0.0757,"0","35200914",DA,"241","3520","270","529","35200914","3520005","5350058.00","35535","35200914",0.0757,529,270,6988.1,1600000,2440,1780,240,25,65,20,20,105,0,5,0,35,100,70,30,3566.7107001321
0.0688,"0","35200915",DA,"393","3520","418","738","35200915","3520005","5350058.00","35535","35200915",0.0688,738,418,10726.7,1500000,2100,770,390,15,35,45,55,70,145,20,0,195,65,75,50,6075.58139534884
0.0679,"0","35200916",DA,"239","3520","269","533","35200916","3520005","5350056.00","35535","35200916",0.0679,533,269,7849.8,1700000,1090,2080,235,10,50,10,35,105,0,25,10,30,60,65,60,3961.70839469809
0.0731,"0","35200920",DA,"255","3520","271","642","35200920","3520005","5350056.00","35535","35200920",0.0731,642,271,8782.5,1500000,2340,2020,255,25,45,50,60,85,0,0,0,55,70,110,50,3707.25034199726
0.0645,"0","35200922",DA,"219","3520","253","476","35200922","3520005","5350055.00","35535","35200922",0.0645,476,253,7379.8,1200000,1480,2000,220,10,15,0,55,120,0,20,0,50,75,50,35,3922.48062015504
0.1041,"0","35200927",DA,"213","3520","245","434","35200927","3520005","5350054.00","35535","35200927",0.1041,434,245,4169.1,1500000,1110,1420,210,25,20,0,10,155,0,0,0,85,50,40,25,2353.50624399616
