Shape Area,Quality Flags,GeoUID,Type,Households,CD_UID,Dwellings,Population,name,CSD_UID,CT_UID,CMA_UID,Region Name,Area (sq km),Population (n),Total private dwellings (n),Population density per square kilometre,Median Value of Dwellings ($),Median monthly shelter costs for owned dwellings ($),Median monthly shelter costs for rented dwellings ($),Occupied private dwellings (n),Single-detached house,Semi-detached house,Row house,Apartment or flat in a duplex,Apartment with <5 stories,Apartment with 5 or more stories,Other single attached house,No Bedrooms,1 Bedroom,2 Bedrooms,3 Bedrooms,4 or more bedrooms,Dwelling Density
0.1492,"0","35204674",DA,"215","3520","225","544","35204674","3520005","5350225.01","35535","35204674",0.1492,544,225,3646.1,1290000,1920,1920,215,115,0,50,5,45,0,0,0,0,55,95,65,1508.04289544236
0.0699,"0","35204704",DA,"848","3520","937","1594","35204704","3520005","5350307.05","35535","35204704",0.0699,1594,937,22804,600000,1820,1860,850,10,0,65,0,75,690,5,0,560,265,35,10,13404.8640915594
0.1045,"0","35204705",DA,"111","3520","126","354","35204705","3520005","5350307.07","35535","35204705",0.1045,354,126,3387.6,2000000,2100,,110,85,0,10,15,0,0,0,0,0,10,20,65,1205.74162679426
0.1528,"0","35204707",DA,"871","3520","932","1837","35204707","3520005","5350322.01","35535","35204707",0.1528,1837,932,12022.3,600000,1820,2000,870,0,0,0,0,50,820,0,10,210,605,55,0,6099.47643979058
0.0824,"0","35204708",DA,"93","3520","96","250","35204708","3520005","5350322.02","35535","35204708",0.0824,250,96,3034,1510000,1090,,90,80,0,0,5,5,0,0,0,0,15,45,30,1165.04854368932
0.1484,"0","35204709",DA,"134","3520","139","384","35204709","3520005","5350322.02","35535","35204709",0.1484,384,139,2587.6,1510000,1130,1100,135,100,0,0,30,0,0,0,0,10,10,45,70,936.657681940701
0.069,"0","35204734",DA,"620","3520","688","963","35204734","3520005","5350122.00","35535","35204734",0.069,963,688,13956.5,1000000,1740,1620,620,20,10,10,0,65,510,0,35,295,250,25,25,9971.01449275362
0.0419,"0","35204735",DA,"511","3520","567","776","35204735","3520005","5350122.00","35535","35204735",0.0419,776,567,18520.3,900000,2100,1940,510,0,0,0,0,0,510,0,0,220,285,15,0,13532.2195704057
0.1208,"0","35204738",DA,"2141","3520","2404","3850","35204738","3520005","5350300.01","35535","35204738",0.1208,3850,2404,31870.9,700000,2020,2040,2145,35,0,30,10,10,2060,0,10,1120,940,90,20,19900.6622516556
0.1084,"0","35204739",DA,"196","3520","206","529","35204739","3520005","5350300.03","35535","35204739",0.1084,529,206,4880.1,1800000,1060,1660,195,125,0,0,5,65,0,0,0,35,40,65,60,1900.36900369004
0.0364,"0","35204754",DA,"955","3520","1035","1939","35204754","3520005","5350307.04","35535","35204754",0.0364,1939,1035,53269.2,700000,1960,2140,955,0,0,0,0,0,955,0,0,305,525,85,0,28434.0659340659
0.0283,"0","35204755",DA,"528","3520","569","1124","35204755","3520005","5350307.04","35535","35204755",0.0283,1124,569,39717.3,850000,1540,2500,525,0,0,0,0,0,525,0,0,75,380,85,0,20106.0070671378
0.0463,"0","35204756",DA,"536","3520","568","874","35204756","3520005","5350118.00","35535","35204756",0.0463,874,568,18876.9,,,2560,540,0,0,5,0,0,530,0,0,200,250,105,0,12267.818574514
0.1062,"0","35204757",DA,"448","3520","489","777","35204757","3520005","5350118.00","35535","35204757",0.1062,777,489,7316.4,1840000,2400,3000,445,15,0,20,5,100,310,0,0,145,210,60,30,4604.5197740113
0.0209,"0","35204758",DA,"517","3520","560","911","35204758","3520005","5350307.04","35535","35204758",0.0209,911,560,43588.5,600000,1520,1980,520,0,0,0,0,0,515,0,20,315,195,15,0,26794.2583732057
0.0219,"0","35204759",DA,"318","3520","335","731","35204759","3520005","5350307.04","35535","35204759",0.0219,731,335,33379,695000,2100,2460,320,0,0,0,0,40,275,0,0,85,185,50,0,15296.803652968
0.1328,"0","35204764",DA,"43","3520","43","119","35204764","3520005","5350190.01","35535","35204764",0.1328,119,43,896.1,900000,,,45,35,5,0,5,0,0,0,0,0,15,15,10,323.795180722892
0.0761,"0","35204765",DA,"821","3520","859","2108","35204765","3520005","5350190.01","35535","35204765",0.0761,2108,859,27700.4,400000,1510,1680,820,0,0,30,0,0,790,0,0,290,415,130,0,11287.7792378449
0.0668,"0","35204775",DA,"209","3520","213","684","35204775","3520005","5350346.02","35535","35204775",0.0668,684,213,10239.5,695000,2280,1150,210,0,0,125,0,5,80,0,0,15,75,115,10,3188.62275449102
0.3698,"0","35204800",DA,"123","3520","128","408","35204800","3520005","5350287.02","35535","35204800",0.3698,408,128,1103.3,1200000,900,,125,100,0,0,25,0,0,0,0,0,0,55,55,346.133044889129
0.0739,"0","35204813",DA,"558","3520","604","1001","35204813","3520005","5350305.05","35535","35204813",0.0739,1001,604,13545.3,600000,1920,1940,560,0,0,0,0,0,555,0,15,375,150,10,0,8173.20703653586
0.0331,"0","35204814",DA,"499","3520","533","864","35204814","3520005","5350305.05","35535","35204814",0.0331,864,533,26102.7,600000,1600,1880,500,0,0,30,0,0,470,0,0,335,180,0,0,16102.7190332326
0.0281,"0","35204815",DA,"611","3520","646","1183","35204815","3520005","5350305.05","35535","35204815",0.0281,1183,646,42099.6,600000,1530,1800,610,0,0,35,0,0,575,0,0,340,280,20,0,22989.3238434164
0.0294,"0","35204816",DA,"638","3520","670","1182","35204816","3520005","5350305.05","35535","35204816",0.0294,1182,670,40204.1,600000,1920,1880,640,0,0,25,0,0,615,0,0,365,305,20,0,22789.1156462585
0.0487,"0","35204817",DA,"729","3520","810","1385","35204817","3520005","5350305.05","35535","35204817",0.0487,1385,810,28439.4,600000,1940,1960,725,0,0,0,0,55,670,0,10,485,210,10,0,16632.4435318275
0.3294,"0","35204826",DA,"2152","3520","2688","3623","35204826","3520005","5350012.03","35535","35204826",0.3294,3623,2688,10998.8,700000,2280,2100,2150,0,0,0,0,0,2150,0,50,1300,635,60,0,8160.29143897996
0.0162,"0","35204828",DA,"742","3520","789","1260","35204828","3520005","5350300.02","35535","35204828",0.0162,1260,789,77777.8,552000,1860,1900,740,0,0,0,0,0,740,0,40,465,240,0,0,48703.7037037037
0.0288,"0","35204829",DA,"461","3520","496","829","35204829","3520005","5350300.02","35535","35204829",0.0288,829,496,28784.7,600000,1840,2060,460,0,0,0,0,0,460,0,0,220,245,10,0,17222.2222222222
0.0534,"0","35204830",DA,"680","3520","716","1380","35204830","3520005","5350300.02","35535","35204830",0.0534,1380,716,25842.7,695000,2220,2140,680,0,0,0,0,0,680,0,0,200,420,40,0,13408.2397003745
0.0186,"0","35204831",DA,"248","3520","255","470","35204831","3520005","5350300.02","35535","35204831",0.0186,470,255,25268.8,600000,1980,2000,250,0,0,0,0,0,250,0,0,115,130,0,0,13709.6774193548
0.0444,"0","35204832",DA,"875","3520","904","1837","35204832","3520005","5350300.02","35535","35204832",0.0444,1837,904,41373.9,700000,2320,2380,875,0,0,160,0,520,200,0,0,195,500,160,15,20360.3603603604
0.0823,"0","35204842",DA,"3506","3520","4039","5092","35204842","3520005","5350011.02","35535","35204842",0.0823,5092,4039,61871.2,700000,2300,2000,3510,0,0,0,0,20,3490,0,220,2335,925,70,0,49076.5492102066
0.1172,"0","35204843",DA,"1967","3520","2349","3025","35204843","3520005","5350011.02","35535","35204843",0.1172,3025,2349,25810.6,750000,2200,2080,1970,5,0,5,0,5,1950,0,135,1075,660,105,0,20042.662116041
0.1597,"0","35204845",DA,"2492","3520","3210","3878","35204845","3520005","5350011.03","35535","35204845",0.1597,3878,3210,24283,700000,2280,2020,2490,0,0,0,0,0,2485,0,205,1300,745,140,0,20100.1878522229
0.0314,"0","35204846",DA,"897","3520","962","1633","35204846","3520005","5350299.02","35535","35204846",0.0314,1633,962,52006.4,548000,1470,1940,900,0,0,0,0,0,900,0,0,495,350,0,0,30636.9426751592
0.0143,"0","35204847",DA,"709","3520","766","1332","35204847","3520005","5350299.02","35535","35204847",0.0143,1332,766,93146.9,628000,1920,2000,710,0,0,0,0,0,710,0,0,340,290,70,0,53566.4335664336
0.0498,"0","35204848",DA,"471","3520","495","884","35204848","3520005","5350299.02","35535","35204848",0.0498,884,495,17751,700000,1530,2300,470,0,0,0,0,0,470,0,0,80,415,15,0,9939.75903614458
0.0448,"0","35204864",DA,"782","3520","849","1498","35204864","3520005","5350301.03","35535","35204864",0.0448,1498,849,33437.5,600000,2120,2060,780,0,0,0,0,0,780,0,0,510,255,0,0,18950.8928571429
0.0353,"0","35204865",DA,"490","3520","511","1186","35204865","3520005","5350301.03","35535","35204865",0.0353,1186,511,33597.7,448000,1460,1700,490,0,0,0,0,0,490,0,10,140,240,60,35,14475.9206798867
0.2181,"0","35204866",DA,"283","3520","319","648","35204866","3520005","5350131.00","35535","35204866",0.2181,648,319,2971.1,2200000,2460,1720,280,120,5,0,5,45,110,0,0,75,40,60,95,1462.63182026593
0.0357,"0","35204867",DA,"441","3520","476","733","35204867","3520005","5350131.00","35535","35204867",0.0357,733,476,20532.2,870000,1880,1680,440,10,10,15,5,35,375,0,10,210,140,55,15,13333.3333333333
0.0203,"0","35204869",DA,"188","3520","198","303","35204869","3520005","5350131.00","35535","35204869",0.0203,303,198,14926.1,1500000,2200,4800,190,0,0,25,5,0,160,0,0,25,135,25,10,9753.69458128079
0.0263,"0","35204882",DA,"1188","3520","1448","1725","35204882","3520005","5350063.05","35535","35204882",0.0263,1725,1448,65589.4,695000,1960,1860,1185,0,0,0,0,25,1165,0,100,720,375,15,0,55057.0342205323
0.0379,"0","35204883",DA,"1280","3520","1480","2033","35204883","3520005","5350063.05","35535","35204883",0.0379,2033,1480,53641.2,800000,2560,1900,1280,0,0,0,0,25,1255,0,50,910,290,40,0,39050.1319261214
0.1951,"0","35204884",DA,"175","3520","182","509","35204884","3520005","5350308.05","35535","35204884",0.1951,509,182,2608.9,1400000,2640,2020,175,85,35,35,5,10,0,0,0,0,15,65,90,932.854946181445
0.0728,"0","35204885",DA,"1713","3520","1812","3417","35204885","3520005","5350308.06","35535","35204885",0.0728,3417,1812,46936.8,645000,1760,2100,1715,0,0,0,0,0,1710,0,15,565,965,165,10,24890.1098901099
0.0619,"0","35204888",DA,"1002","3520","1078","1700","35204888","3520005","5350097.04","35535","35204888",0.0619,1700,1078,27463.7,548000,1720,1660,1000,0,0,0,0,0,1000,0,55,655,245,25,0,17415.1857835218
0.0292,"0","35204889",DA,"147","3520","156","353","35204889","3520005","5350097.04","35535","35204889",0.0292,353,156,12089,1000000,2260,1500,145,20,15,0,10,85,0,10,0,30,50,45,25,5342.46575342466
0.163,"0","35204896",DA,"1066","3520","1369","1711","35204896","3520005","5350013.01","35535","35204896",0.163,1711,1369,10496.9,695000,2320,1980,1065,0,0,0,0,0,1065,0,85,610,340,10,0,8398.77300613497
0.0587,"0","35204897",DA,"1344","3520","1520","2036","35204897","3520005","5350013.01","35535","35204897",0.0587,2036,1520,34684.8,800000,2360,2000,1340,5,0,0,0,45,1295,0,35,830,470,15,0,25894.3781942078
0.2277,"0","35204898",DA,"950","3520","1131","1617","35204898","3520005","5350013.02","35535","35204898",0.2277,1617,1131,7101.4,900000,3020,2440,950,0,0,0,0,0,950,0,0,490,400,50,0,4967.06192358366
0.0567,"0","35204900",DA,"2904","3520","3234","4731","35204900","3520005","5350013.02","35535","35204900",0.0567,4731,3234,83439.2,800000,2160,2100,2905,0,0,0,0,0,2900,0,70,1610,1045,185,0,57037.037037037
0.2943,"0","35204901",DA,"842","3520","1033","1373","35204901","3520005","5350062.03","35535","35204901",0.2943,1373,1033,4665.3,800000,1820,2040,840,0,0,0,0,0,840,0,40,450,270,60,0,3510.02378525314
0.0199,"0","35204902",DA,"1251","3520","1477","1888","35204902","3520005","5350062.04","35535","35204902",0.0199,1888,1477,94874.4,700000,2060,2060,1255,0,0,0,0,5,1250,0,85,760,410,50,0,74221.1055276382
0.6291,"0","35204903",DA,"2452","3520","2775","4366","35204903","3520005","5350305.06","35535","35204903",0.6291,4366,2775,6940.1,600000,2160,1960,2450,0,25,30,0,15,2385,0,60,1470,695,100,15,4411.06342393896
0.0897,"0","35204904",DA,"259","3520","279","626","35204904","3520005","5350305.05","35535","35204904",0.0897,626,279,6978.8,1100000,950,1570,260,0,35,5,0,215,0,0,0,70,110,55,40,3110.36789297659
0.0449,"0","35204909",DA,"883","3520","976","1729","35204909","3520005","5350300.02","35535","35204909",0.0449,1729,976,38507.8,700000,2380,2200,880,0,0,55,0,0,825,0,10,410,375,50,0,21737.1937639198
0.3395,"0","35204910",DA,"436","3520","460","980","35204910","3520005","5350300.03","35535","35204910",0.3395,980,460,2886.6,700000,1160,1700,435,115,0,55,5,30,235,0,0,30,190,170,50,1354.93372606775
0.1289,"0","35204912",DA,"947","3520","1028","2029","35204912","3520005","5350318.02","35535","35204912",0.1289,2029,1028,15740.9,720000,1900,2120,945,45,0,55,25,130,690,0,0,275,520,115,55,7975.17455391777
0.1869,"0","35204915",DA,"221","3520","227","604","35204915","3520005","5350308.05","35535","35204915",0.1869,604,227,3231.7,1400000,1490,1360,220,115,0,85,15,5,0,0,0,20,25,105,75,1214.55323702515
0.0815,"0","35204916",DA,"399","3520","438","904","35204916","3520005","5350308.06","35535","35204916",0.0815,904,438,11092,650000,2140,1860,400,0,0,45,0,15,330,0,10,205,115,45,0,5374.23312883436
0.0369,"0","35204918",DA,"736","3520","766","1264","35204918","3520005","5350308.06","35535","35204918",0.0369,1264,766,34254.7,750000,1600,528,735,0,0,0,0,0,735,0,0,335,305,80,0,20758.8075880759
0.192,"0","35204919",DA,"228","3520","239","633","35204919","3520005","5350308.05","35535","35204919",0.192,633,239,3296.9,1700000,2520,1250,230,185,0,0,45,0,0,0,0,0,25,90,110,1244.79166666667
0.0728,"0","35204920",DA,"259","3520","262","297","35204920","3520005","5350308.07","35535","35204920",0.0728,297,262,4079.7,,,528,255,0,0,0,0,5,255,0,115,165,0,0,0,3598.9010989011
0.3625,"0","35204925",DA,"855","3520","911","2108","35204925","3520005","5350318.02","35535","35204925",0.3625,2108,911,5815.2,1000000,1800,1660,855,115,0,50,20,50,615,0,0,275,370,105,90,2513.10344827586
0.1655,"0","35204926",DA,"232","3520","246","640","35204926","3520005","5350308.05","35535","35204926",0.1655,640,246,3867.1,1150000,1490,,235,100,105,0,15,10,0,0,0,0,25,65,140,1486.40483383686
0.0496,"0","35204941",DA,"459","3520","528","699","35204941","3520005","5350064.00","35535","35204941",0.0496,699,528,14092.7,800000,2220,1270,460,0,0,70,0,240,145,0,80,255,100,40,0,10645.1612903226
0.0271,"0","35204942",DA,"845","3520","923","1456","35204942","3520005","5350064.00","35535","35204942",0.0271,1456,923,53726.9,700000,2020,1940,845,0,0,0,0,15,830,0,0,545,285,20,0,34059.0405904059
1.1968,"0","35204989",DA,"752","3520","776","2418","35204989","3520005","5350347.00","35535","35204989",1.1968,2418,776,2020.4,755000,2240,2500,750,20,70,445,0,215,0,0,0,30,340,305,100,648.395721925134
0.2455,"0","35204990",DA,"195","3520","199","560","35204990","3520005","5350347.00","35535","35204990",0.2455,560,199,2281.1,780000,1660,604,195,45,85,20,30,10,0,10,0,10,10,115,50,810.590631364562
0.0433,"0","35204993",DA,"1110","3520","1309","1760","35204993","3520005","5350036.00","35535","35204993",0.0433,1760,1309,40646.7,552000,1680,1800,1110,0,0,15,0,0,1090,0,95,715,255,40,0,30230.9468822171
0.072,"0","35204994",DA,"605","3520","717","917","35204994","3520005","5350036.00","35535","35204994",0.072,917,717,12736.1,715000,2300,2000,605,0,0,0,0,0,605,0,0,415,195,10,0,9958.33333333333
0.0685,"0","35204995",DA,"760","3520","1065","1212","35204995","3520005","5350015.00","35535","35204995",0.0685,1212,1065,17693.4,700000,2000,1800,760,0,0,0,0,0,760,0,30,400,215,50,0,15547.4452554745
0.044,"0","35204996",DA,"197","3520","216","334","35204996","3520005","5350015.00","35535","35204996",0.044,334,216,7590.9,650000,1150,1960,195,0,0,0,0,0,195,0,0,105,95,15,0,4909.09090909091
0.026,"0","35204997",DA,"706","3520","839","1165","35204997","3520005","5350015.00","35535","35204997",0.026,1165,839,44807.7,900000,2080,2200,705,0,0,5,0,0,700,0,40,380,270,0,15,32269.2307692308
0.0381,"0","35204998",DA,"473","3520","572","730","35204998","3520005","5350015.00","35535","35204998",0.0381,730,572,19160.1,850000,2140,2200,470,0,0,0,0,10,465,0,45,240,170,25,0,15013.1233595801
0.0586,"0","35204999",DA,"851","3520","916","1701","35204999","3520005","5350305.03","35535","35204999",0.0586,1701,916,29027.3,950000,2020,2000,850,0,0,20,0,65,770,0,0,300,515,40,0,15631.3993174061
0.0899,"0","35205000",DA,"145","3520","158","412","35205000","3520005","5350305.03","35535","35205000",0.0899,412,158,4582.9,1800000,1280,2080,145,45,10,50,0,30,0,0,0,0,10,90,40,1757.50834260289
0.0219,"0","35205012",DA,"492","3520","514","1050","35205012","3520005","5350180.00","35535","35205012",0.0219,1050,514,47945.2,,,1260,490,0,0,30,0,0,455,0,0,285,175,25,15,23470.3196347032
0.0351,"0","35205013",DA,"616","3520","747","1360","35205013","3520005","5350180.00","35535","35205013",0.0351,1360,747,38746.4,,,1300,615,0,0,65,0,0,555,0,0,380,150,40,25,21282.0512820513
0.0426,"0","35205035",DA,"583","3520","636","911","35205035","3520005","5350136.01","35535","35205035",0.0426,911,636,21385,,,1290,580,5,0,0,0,80,500,0,35,420,150,40,0,14929.5774647887
0.0275,"0","35205036",DA,"1025","3520","1132","1806","35205036","3520005","5350136.01","35535","35205036",0.0275,1806,1132,65672.7,760000,2080,1900,1025,0,0,20,0,50,955,0,35,615,370,45,0,41163.6363636364
0.0641,"0","35205039",DA,"440","3520","452","1190","35205039","3520005","5350304.01","35535","35205039",0.0641,1190,452,18564.7,600000,1680,1410,440,0,0,125,0,0,315,0,15,105,190,105,35,7051.48205928237
0.0549,"0","35205043",DA,"611","3520","635","1597","35205043","3520005","5350353.03","35535","35205043",0.0549,1597,635,29089.3,500000,1460,1700,615,15,0,35,5,0,565,0,0,145,350,100,20,11566.4845173042
0.3532,"0","35205044",DA,"433","3520","459","1403","35205044","3520005","5350353.03","35535","35205044",0.3532,1403,459,3972.3,900000,730,900,435,330,0,0,95,10,0,0,10,40,55,160,160,1299.5469988675
0.067,"0","35205055",DA,"195","3520","210","434","35205055","3520005","5350080.02","35535","35205055",0.067,434,210,6477.6,1000000,1760,1300,195,20,10,15,15,125,0,5,0,75,40,60,0,3134.32835820896
0.0787,"0","35205057",DA,"963","3520","1124","2139","35205057","3520005","5350080.02","35535","35205057",0.0787,2139,1124,27179.2,,,1310,960,0,0,0,0,10,955,0,125,410,340,60,0,14282.08386277
0.1338,"0","35205059",DA,"565","3520","592","1142","35205059","3520005","5350080.02","35535","35205059",0.1338,1142,592,8535.1,600000,2020,990,565,15,45,25,40,80,355,10,30,205,230,85,30,4424.51420029895
0.0243,"0","35205060",DA,"1430","3520","1682","2300","35205060","3520005","5350034.01","35535","35205060",0.0243,2300,1682,94650.2,800000,1500,1600,1430,0,0,30,5,0,1400,0,105,710,560,50,0,69218.1069958848
0.0316,"0","35205061",DA,"403","3520","659","790","35205061","3520005","5350034.01","35535","35205061",0.0316,790,659,25000,,,1450,400,0,0,10,0,15,375,0,50,275,45,10,0,20854.4303797468
0.0985,"0","35205063",DA,"1676","3520","1935","2650","35205063","3520005","5350012.04","35535","35205063",0.0985,2650,1935,26903.6,750000,2100,2080,1675,0,0,0,0,0,1675,0,40,1055,525,40,0,19644.6700507614
